Dataset Name,Image Name,Assay Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody],Term Source 2 REF,Term Source 2 Accession,Comment [Antibody],Comment [Probe],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
HDBR_CD34_IHC_CS14,N560_073_3.jpg,HuDSeN:366,"Embryo N560, slide 73, section 3",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_073_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_073_4.jpg,HuDSeN:366,"Embryo N560, slide 73, section 4",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_073_4.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_082_1.jpg,HuDSeN:366,"Embryo N560, slide 82, section 1",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_082_1.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_082_2.jpg,HuDSeN:366,"Embryo N560, slide 82, section 2",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_082_2.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_082_3.jpg,HuDSeN:366,"Embryo N560, slide 82, section 3",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_082_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_082_4.jpg,HuDSeN:366,"Embryo N560, slide 82, section 4",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_082_4.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_083_1.jpg,HuDSeN:366,"Embryo N560, slide 83, section 1",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_083_1.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_083_2.jpg,HuDSeN:366,"Embryo N560, slide 83, section 2",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_083_2.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_083_3.jpg,HuDSeN:366,"Embryo N560, slide 83, section 3",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_083_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_083_4.jpg,HuDSeN:366,"Embryo N560, slide 83, section 4",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_083_4.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_092_2.jpg,HuDSeN:366,"Embryo N560, slide 92, section 2",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_092_2.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_092_3.jpg,HuDSeN:366,"Embryo N560, slide 92, section 3",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_092_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_092_4.jpg,HuDSeN:366,"Embryo N560, slide 92, section 4",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_092_4.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_093_1.jpg,HuDSeN:366,"Embryo N560, slide 93, section 1",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_093_1.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_093_2.jpg,HuDSeN:366,"Embryo N560, slide 93, section 2",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_093_2.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_093_3.jpg,HuDSeN:366,"Embryo N560, slide 93, section 3",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_093_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS14,N560_093_4.jpg,HuDSeN:366,"Embryo N560, slide 93, section 4",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS14/N560_093_4.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,3DView.jpg,HuDSeN:367,3D view,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/3DView.jpg,3D view of data mapped into a CS19 model,,Red = strong expression,,
HDBR_CD34_IHC_CS19,3DView.mpg,HuDSeN:367,3D movie,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/3DView.mpg,3D movie of data mapped into a CS19 model,,Red = strong expression,,
HDBR_CD34_IHC_CS19,N457_232_1.jpg,HuDSeN:367,"Embryo N457, slide 232, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_232_1.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_232_2.jpg,HuDSeN:367,"Embryo N457, slide 232, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_232_2.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_232_3.jpg,HuDSeN:367,"Embryo N457, slide 232, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_232_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_232_4.jpg,HuDSeN:367,"Embryo N457, slide 232, section 4",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_232_4.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_242_2.jpg,HuDSeN:367,"Embryo N457, slide 242, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_242_2.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_242_3.jpg,HuDSeN:367,"Embryo N457, slide 242, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_242_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_302_1.jpg,HuDSeN:367,"Embryo N457, slide 302, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_302_1.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_302_2.jpg,HuDSeN:367,"Embryo N457, slide 302, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_302_2.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_302_3.jpg,HuDSeN:367,"Embryo N457, slide 302, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_302_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_302_4.jpg,HuDSeN:367,"Embryo N457, slide 302, section 4",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_302_4.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_312_2.jpg,HuDSeN:367,"Embryo N457, slide 312, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_312_2.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_312_3.jpg,HuDSeN:367,"Embryo N457, slide 312, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_312_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_312_4.jpg,HuDSeN:367,"Embryo N457, slide 312, section 4",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_312_4.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_313_1.jpg,HuDSeN:367,"Embryo N457, slide 313, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_313_1.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_322_2.jpg,HuDSeN:367,"Embryo N457, slide 322, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_322_2.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_322_3.jpg,HuDSeN:367,"Embryo N457, slide 322, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_322_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_322_4.jpg,HuDSeN:367,"Embryo N457, slide 322, section 4",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_322_4.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_323_1.jpg,HuDSeN:367,"Embryo N457, slide 323, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_323_1.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_323_3.jpg,HuDSeN:367,"Embryo N457, slide 323, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_323_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_331_1.jpg,HuDSeN:367,"Embryo N457, slide 331, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_331_1.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_331_2.jpg,HuDSeN:367,"Embryo N457, slide 331, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_331_2.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_331_3.jpg,HuDSeN:367,"Embryo N457, slide 331, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_331_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_331_4.jpg,HuDSeN:367,"Embryo N457, slide 331, section 4",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_331_4.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_332_2.jpg,HuDSeN:367,"Embryo N457, slide 332, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_332_2.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_332_3.jpg,HuDSeN:367,"Embryo N457, slide 332, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_332_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_332_4.jpg,HuDSeN:367,"Embryo N457, slide 332, section 4",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_332_4.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_341_1.jpg,HuDSeN:367,"Embryo N457, slide 341, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_341_1.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_341_2.jpg,HuDSeN:367,"Embryo N457, slide 341, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_341_2.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_341_3.jpg,HuDSeN:367,"Embryo N457, slide 341, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_341_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_341_4.jpg,HuDSeN:367,"Embryo N457, slide 341, section 4",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_341_4.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_352_1.jpg,HuDSeN:367,"Embryo N457, slide 352, section 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_352_1.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_352_2.jpg,HuDSeN:367,"Embryo N457, slide 352, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_352_2.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_352_3.jpg,HuDSeN:367,"Embryo N457, slide 352, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_352_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_352_4.jpg,HuDSeN:367,"Embryo N457, slide 352, section 4",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_352_4.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_353_2.jpg,HuDSeN:367,"Embryo N457, slide 353, section 2",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_353_2.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CD34_IHC_CS19,N457_353_3.jpg,HuDSeN:367,"Embryo N457, slide 353, section 3",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD34,NCBITaxon,NM_001773,Novocastra NCL_END,,ENSG00000174059,CD34,HDBR_CD34_IHC_CS19/N457_353_3.jpg,Original experimental image,Brightfield,,DAB,Blood vessels (strong)
HDBR_CNN1_IHC_12PCW,E51_12pcw_134_CNN1.jpg,HuDSeN:881,"Fetus E51, slide 134",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,Calponin,NCBITaxon,NM_001299,Sigma C2687,,ENSG00000130176,CNN1,HDBR_CNN1_IHC_12PCW/E51_12pcw_134_CNN1.jpg,Original experimental image,Brightfield,,DAB,"Heart, lung (strong)"
HDBR_DBX1_ISH_CS14,3DView.jpg,HuDSeN:350,3D view,Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS14/3DView.jpg,3D view of data mapped into a CS14 model,,Red = strong expression,,
HDBR_DBX1_ISH_CS14,3DView.mpg,HuDSeN:350,3D movie,Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS14/3DView.mpg,3D movie of data mapped into a CS14 model,,Red = strong expression,,
HDBR_DBX1_ISH_CS14,N673_013_03_DBX1.jpg,HuDSeN:350,"Embryo N673, slide 13, section 3",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS14/N673_013_03_DBX1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS14,N673_029_02_DBX1.jpg,HuDSeN:350,"Embryo N673, slide 29, section 2",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS14/N673_029_02_DBX1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS14,N673_053_01_DBX1.jpg,HuDSeN:350,"Embryo N673, slide 53, section 1",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS14/N673_053_01_DBX1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS14,N673_101_02_DBX1.jpg,HuDSeN:350,"Embryo N673, slide 101, section 2",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS14/N673_101_02_DBX1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS14,N673_109_01_DBX1.jpg,HuDSeN:350,"Embryo N673, slide 109, section 1",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS14/N673_109_01_DBX1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS19,3DView.jpg,HuDSeN:354,3D view,Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS19/3DView.jpg,3D view of data mapped into a CS19 model,,"Red = strong expression, blue = weak expression, green = possible expression",,
HDBR_DBX1_ISH_CS19,3DView.mpg,HuDSeN:354,3D movie,Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS19/3DView.mpg,3D movie of data mapped into a CS19 model,,"Red = strong expression, blue = weak expression, green = possible expression",,
HDBR_DBX1_ISH_CS19,N534_053_4.jpg,HuDSeN:354,"Embryo N534, slide 53, section 4",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS19/N534_053_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS19,N534_061_3.jpg,HuDSeN:354,"Embryo N534, slide 61, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS19/N534_061_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS19,N534_069_3.jpg,HuDSeN:354,"Embryo N534, slide 69, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS19/N534_069_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS19,N534_077_2.jpg,HuDSeN:354,"Embryo N534, slide 77, section 2",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS19/N534_077_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS19,N534_085_3.jpg,HuDSeN:354,"Embryo N534, slide 85, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS19/N534_085_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS19,N534_107_2.jpg,HuDSeN:354,"Embryo N534, slide 107, section 2",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS19/N534_107_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS19,N534_115_3.jpg,HuDSeN:354,"Embryo N534, slide 115, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS19/N534_115_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_DBX1_ISH_CS19,N534_123_3.jpg,HuDSeN:354,"Embryo N534, slide 123, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_001029865,,nt 308 - nt 830,ENSG00000109851,DBX1,HDBR_DBX1_ISH_CS19/N534_123_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
