Dataset Name,Image Name,Assay Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody],Term Source 2 REF,Term Source 2 Accession,Comment [Antibody],Comment [Probe],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
HDBR_SFRP2_IHC,"11557,3,head,L8pcw,070_SFRP2.svs",HuDSeN:941,"Embryo 11557, slide 70",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,SFRP2,NCBITaxon,NM_003013,Atlas Antibodies HPA002652,,ENSG00000145423,SFRP2,"HDBR_SFRP2_IHC/11557,3,head,L8pcw,070_SFRP2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_SFRP2_IHC,"11557,3,head,L8pcw,080_SFRP2.svs",HuDSeN:941,"Embryo 11557, slide 80",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,SFRP2,NCBITaxon,NM_003013,Atlas Antibodies HPA002652,,ENSG00000145423,SFRP2,"HDBR_SFRP2_IHC/11557,3,head,L8pcw,080_SFRP2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_SFRP2_ISH,"1288,1,head,CS23,128_2014-10-07 10_41_41.scn",HuDSeN:666,"Embryo 1288, slide 128",Homo sapiens,NCBITaxon,9606,CS23,In situ hybridisation,,NCBITaxon,NM_003013,,nt 165 - nt 1035,ENSG00000145423,SFRP2,"HDBR_SFRP2_ISH/1288,1,head,CS23,128_2014-10-07 10_41_41.scn",Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_SFRP2_ISH,"1288,1,head,CS23,154_2014-10-07 10_39_41.scn",HuDSeN:666,"Embryo 1288, slide 154",Homo sapiens,NCBITaxon,9606,CS23,In situ hybridisation,,NCBITaxon,NM_003013,,nt 165 - nt 1035,ENSG00000145423,SFRP2,"HDBR_SFRP2_ISH/1288,1,head,CS23,154_2014-10-07 10_39_41.scn",Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_SFRP2_ISH,"1368,1,head,CS23,43_2014-10-07 10_39_40.scn",HuDSeN:666,"Embryo 1368, slide 43",Homo sapiens,NCBITaxon,9606,CS23,In situ hybridisation,,NCBITaxon,NM_003013,,nt 165 - nt 1035,ENSG00000145423,SFRP2,"HDBR_SFRP2_ISH/1368,1,head,CS23,43_2014-10-07 10_39_40.scn",Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_SFRP2_ISH,"227,1,head,CS22,105_2014-10-07 10_16_53.scn",HuDSeN:666,"Embryo 227, slide 105",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_003013,,nt 165 - nt 1035,ENSG00000145423,SFRP2,"HDBR_SFRP2_ISH/227,1,head,CS22,105_2014-10-07 10_16_53.scn",Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_SFRP2_ISH,"227,1,head,CS22,88_2014-10-07 10_04_14.scn",HuDSeN:666,"Embryo 227, slide 88",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_003013,,nt 165 - nt 1035,ENSG00000145423,SFRP2,"HDBR_SFRP2_ISH/227,1,head,CS22,88_2014-10-07 10_04_14.scn",Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_SFRP2_ISH,"300,1,embryo,CS23,455_2014-10-07 10_41_42.scn",HuDSeN:666,"Embryo 300, slide 455",Homo sapiens,NCBITaxon,9606,CS23,In situ hybridisation,,NCBITaxon,NM_003013,,nt 165 - nt 1035,ENSG00000145423,SFRP2,"HDBR_SFRP2_ISH/300,1,embryo,CS23,455_2014-10-07 10_41_42.scn",Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_SFRP2_ISH,"590,1,embryo,CS20,111_2014-10-07 10_01_30.scn",HuDSeN:666,"Embryo 590, slide 111",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NCBITaxon,NM_003013,,nt 165 - nt 1035,ENSG00000145423,SFRP2,"HDBR_SFRP2_ISH/590,1,embryo,CS20,111_2014-10-07 10_01_30.scn",Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_SFRP2_ISH,"590,1,embryo,CS20,118_2014-10-07 09_58_01.scn",HuDSeN:666,"Embryo 590, slide 118",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NCBITaxon,NM_003013,,nt 165 - nt 1035,ENSG00000145423,SFRP2,"HDBR_SFRP2_ISH/590,1,embryo,CS20,118_2014-10-07 09_58_01.scn",Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_SFRP2_ISH,"590,1,embryo,CS20,122_2014-10-07 09_58_01.scn",HuDSeN:666,"Embryo 590, slide 122",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NCBITaxon,NM_003013,,nt 165 - nt 1035,ENSG00000145423,SFRP2,"HDBR_SFRP2_ISH/590,1,embryo,CS20,122_2014-10-07 09_58_01.scn",Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_SFRP2_ISH,"703,1,embryo,cs19,94_2014-10-07 09_50_16.scn",HuDSeN:666,"Embryo 703, slide 94",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_003013,,nt 165 - nt 1035,ENSG00000145423,SFRP2,"HDBR_SFRP2_ISH/703,1,embryo,cs19,94_2014-10-07 09_50_16.scn",Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_SFRP2_ISH,"711,1,head,CS22,102_2014-10-07 10_21_24.scn",HuDSeN:669,"Embryo 711, slide 102",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_003013,,nt 165 - nt 1035,ENSG00000145423,SFRP2,"HDBR_SFRP2_ISH/711,1,head,CS22,102_2014-10-07 10_21_24.scn",Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_SFRP2_ISH,"711,1,head,CS22,94_2014-10-07 10_16_52.scn",HuDSeN:669,"Embryo 711, slide 94",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_003013,,nt 165 - nt 1035,ENSG00000145423,SFRP2,"HDBR_SFRP2_ISH/711,1,head,CS22,94_2014-10-07 10_16_52.scn",Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_SHH_ISH_35S_CS12,A163_054_1.jpg,HuDSeN:255,"Embryo A163, slide 54, section 1",Homo sapiens,NCBITaxon,9606,CS12,In situ hybridisation,,NCBITaxon,NM_000193,,antisense RNA,ENSG00000164690,SHH,HDBR_SHH_ISH_35S_CS12/A163_054_1.jpg,Original experimental image,Darkfield,,35S,Notochord (strong)
HDBR_SHH_ISH_35S_CS12,A163_054_2.jpg,HuDSeN:255,"Embryo A163, slide 54, section 2",Homo sapiens,NCBITaxon,9606,CS12,In situ hybridisation,,NCBITaxon,NM_000193,,antisense RNA,ENSG00000164690,SHH,HDBR_SHH_ISH_35S_CS12/A163_054_2.jpg,Original experimental image,Darkfield,,35S,Notochord (strong)
HDBR_SHH_ISH_35S_CS12,A163_054_3.jpg,HuDSeN:255,"Embryo A163, slide 54, section 3",Homo sapiens,NCBITaxon,9606,CS12,In situ hybridisation,,NCBITaxon,NM_000193,,antisense RNA,ENSG00000164690,SHH,HDBR_SHH_ISH_35S_CS12/A163_054_3.jpg,Original experimental image,Darkfield,,35S,Notochord (strong)
HDBR_SHH_ISH_35S_CS12,A163_054_4.jpg,HuDSeN:255,"Embryo A163, slide 54, section 4",Homo sapiens,NCBITaxon,9606,CS12,In situ hybridisation,,NCBITaxon,NM_000193,,antisense RNA,ENSG00000164690,SHH,HDBR_SHH_ISH_35S_CS12/A163_054_4.jpg,Original experimental image,Darkfield,,35S,Notochord (strong)
HDBR_SHH_ISH_35S_CS12,A163_085_1.jpg,HuDSeN:255,"Embryo A163, slide 85, section 1",Homo sapiens,NCBITaxon,9606,CS12,In situ hybridisation,,NCBITaxon,NM_000193,,antisense RNA,ENSG00000164690,SHH,HDBR_SHH_ISH_35S_CS12/A163_085_1.jpg,Original experimental image,Darkfield,,35S,Notochord (strong)
HDBR_SHH_ISH_35S_CS19,A241_089_01.jpg,HuDSeN:256,"Embryo A241, slide 089, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000193,,antisense RNA,ENSG00000164690,SHH,HDBR_SHH_ISH_35S_CS19/A241_089_01.jpg,Original experimental image,Darkfield,,35S,Notochord (strong)
HDBR_SHH_ISH_35S_CS19,A241_106_02.jpg,HuDSeN:256,"Embryo A241, slide 106, section 2",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000193,,antisense RNA,ENSG00000164690,SHH,HDBR_SHH_ISH_35S_CS19/A241_106_02.jpg,Original experimental image,Darkfield,,35S,Notochord (strong)
HDBR_SHH_ISH_35S_CS19,A241_371_02.jpg,HuDSeN:256,"Embryo A241, slide 371, section 2",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000193,,antisense RNA,ENSG00000164690,SHH,HDBR_SHH_ISH_35S_CS19/A241_371_02.jpg,Original experimental image,Darkfield,,35S,Notochord (strong)
HDBR_SHH_ISH_35S_CS19,A241_376_02.jpg,HuDSeN:256,"Embryo A241, slide 376, section 2",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000193,,antisense RNA,ENSG00000164690,SHH,HDBR_SHH_ISH_35S_CS19/A241_376_02.jpg,Original experimental image,Darkfield,,35S,Notochord (strong)
HDBR_SHH_ISH_35S_CS19,A241_380_01.jpg,HuDSeN:256,"Embryo A241, slide 380, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000193,,antisense RNA,ENSG00000164690,SHH,HDBR_SHH_ISH_35S_CS19/A241_380_01.jpg,Original experimental image,Darkfield,,35S,Notochord (strong)
HDBR_SHH_ISH_35S_CS19,A241_383_01.jpg,HuDSeN:256,"Embryo A241, slide 383, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000193,,antisense RNA,ENSG00000164690,SHH,HDBR_SHH_ISH_35S_CS19/A241_383_01.jpg,Original experimental image,Darkfield,,35S,Notochord (strong)
HDBR_SHH_ISH_35S_CS19,A241_398_01.jpg,HuDSeN:256,"Embryo A241, slide 398, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000193,,antisense RNA,ENSG00000164690,SHH,HDBR_SHH_ISH_35S_CS19/A241_398_01.jpg,Original experimental image,Darkfield,,35S,Notochord (strong)
HDBR_SHH_ISH_CS12,cs12_10880_17_2_shh.jpg,HuDSeN:1077,"Embryo 10880, slide 17, section 1",Homo sapiens,NCBITaxon,9606,CS12,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS12/cs12_10880_17_2_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS12,cs12_11638_002_1_shh.jpg,HuDSeN:1077,"Embryo 11638, slide 2, section 1",Homo sapiens,NCBITaxon,9606,CS12,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS12/cs12_11638_002_1_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS12,cs12_11850_031_3_shh.jpg,HuDSeN:1077,"Embryo 11850, slide 31, section 2",Homo sapiens,NCBITaxon,9606,CS12,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS12/cs12_11850_031_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS12,cs12_1564_011_2_shh.jpg,HuDSeN:1077,"Embryo 1564, slide 11, section 2",Homo sapiens,NCBITaxon,9606,CS12,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS12/cs12_1564_011_2_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS13,cs13_10679_23_7_shh.jpg,HuDSeN:1186,"Embryo 10679, slide 23, section 7",Homo sapiens,NCBITaxon,9606,CS13,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS13/cs13_10679_23_7_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS13,cs13_10679_6_4_shh.jpg,HuDSeN:1186,"Embryo 10679, slide 6, section 4",Homo sapiens,NCBITaxon,9606,CS13,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS13/cs13_10679_6_4_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS13,cs13_10682_17_3_shh.jpg,HuDSeN:1186,"Embryo 10682, slide 17, section 3",Homo sapiens,NCBITaxon,9606,CS13,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS13/cs13_10682_17_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS13,cs13_10790_47_3_shh.jpg,HuDSeN:1186,"Embryo 10790, slide 47, section 3",Homo sapiens,NCBITaxon,9606,CS13,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS13/cs13_10790_47_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS13,cs13_10790_79_2_shh.jpg,HuDSeN:1186,"Embryo 10790, slide 79, section 2",Homo sapiens,NCBITaxon,9606,CS13,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS13/cs13_10790_79_2_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS14,cs14_10727_049_3_shh.jpg,HuDSeN:1189,"Embryo 10727, slide 49, section 3",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS14/cs14_10727_049_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS14,cs14_10727_100_3_shh.jpg,HuDSeN:1189,"Embryo 10727, slide 100, section 3",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS14/cs14_10727_100_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS14,cs14_10727_135_3_shh.jpg,HuDSeN:1189,"Embryo 10727, slide 135, section 3",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS14/cs14_10727_135_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS14,cs14_1930_081_4_shh.jpg,HuDSeN:1189,"Embryo 1930, slide 81, section 4",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS14/cs14_1930_081_4_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS14,cs14_2180_138_2_shh.jpg,HuDSeN:1189,"Embryo 2180, slide 138, section 2",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS14/cs14_2180_138_2_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS14,cs14_2180_166_3_shh.jpg,HuDSeN:1189,"Embryo 2180, slide 166, section 3",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS14/cs14_2180_166_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS14,N673_033_3_shh.jpg,HuDSeN:1189,"Embryo N673, slide 33, section 3",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS14/N673_033_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS15,cs15_11847_146_3_shh.jpg,HuDSeN:1190,"Embryo 11847, slide 146, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS15/cs15_11847_146_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS15,cs15_11847_179_3_shh.jpg,HuDSeN:1190,"Embryo 11847, slide 179, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS15/cs15_11847_179_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS15,cs15_1459_088_4_shh.jpg,HuDSeN:1190,"Embryo 1459, slide 88, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS15/cs15_1459_088_4_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS15,cs15_1983_028_3_shh.jpg,HuDSeN:1190,"Embryo 1983, slide 28, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS15/cs15_1983_028_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS15,cs15_567_104_4_shh.jpg,HuDSeN:1190,"Embryo 567, slide 104, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS15/cs15_567_104_4_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS15,cs15_733_176_1_shh.jpg,HuDSeN:1190,"Embryo 733, slide 176, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS15/cs15_733_176_1_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_10549_13_3_shh.jpg,HuDSeN:1191,"Embryo 10549, slide 13, section 3",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_10549_13_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_10549_9_3_shh.jpg,HuDSeN:1191,"Embryo 10549, slide 9, section 3",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_10549_9_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_10592-3_27_3_shh.jpg,HuDSeN:1191,"Embryo 10592, slide 27, section 3",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_10592-3_27_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_10593_19_1_shh.jpg,HuDSeN:1191,"Embryo 10593, slide 19, section 1",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_10593_19_1_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_1060_029_2_shh.jpg,HuDSeN:1191,"Embryo 1060, slide 029, section 2",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_1060_029_2_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_10725_40_2_shh.jpg,HuDSeN:1191,"Embryo 10725, slide 40, section 2",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_10725_40_2_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_10733_77_2_shh.jpg,HuDSeN:1191,"Embryo 10733, slide 77, section 2",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_10733_77_2_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_10762_184_2_shh.jpg,HuDSeN:1191,"Embryo 10762, slide 184, section 2",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_10762_184_2_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_10762_48_1_shh.jpg,HuDSeN:1191,"Embryo 10762, slide 48, section 1",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_10762_48_1_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_10816_24_4_shh.jpg,HuDSeN:1191,"Embryo 10816, slide 24, section 4",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_10816_24_4_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_10816_39_4_shh.jpg,HuDSeN:1191,"Embryo 10816, slide 39, section 4",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_10816_39_4_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_10816_85_3_shh.jpg,HuDSeN:1191,"Embryo 10816, slide 85, section 3",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_10816_85_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_10816_92_3_shh.jpg,HuDSeN:1191,"Embryo 10816, slide 92, section 3",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_10816_92_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_10816_95_1_shh.jpg,HuDSeN:1191,"Embryo 10816, slide 95, section 1",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_10816_95_1_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_2170_048_2_shh.jpg,HuDSeN:1191,"Embryo 2170, slide 048, section 2",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_2170_048_2_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_2170_100_3_shh.jpg,HuDSeN:1191,"Embryo 2170, slide 100, section 3",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_2170_100_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_2170_145_1_shh.jpg,HuDSeN:1191,"Embryo 2170, slide 145, section 1",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_2170_145_1_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
HDBR_SHH_ISH_CS16,cs16_2170_146_3_shh.jpg,HuDSeN:1191,"Embryo 2170, slide 146, section 3",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_000193,,nt 460 - nt 950,ENSG00000164690,SHH,HDBR_SHH_ISH_CS16/cs16_2170_146_3_shh.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, notochord (strong)"
